metric,seed,low_group_delta,high_group_delta,group_diff
auc,0,-33.28645833333334,-27.464322916666703,5.82213541666664
auc,1,64.56510416666667,54.7791666666667,-9.785937499999974
auc,2,-28.464322916666674,33.02447916666668,61.488802083333354
auc,3,-22.63255208333338,-27.09088541666668,-4.4583333333333
auc,4,8.182812499999955,39.24036458333336,31.057552083333405
auc,5,-43.5130208333333,140.80130208333338,184.3143229166667
auc,6,-46.96979166666665,28.70026041666671,75.67005208333336
auc,7,-14.864843750000034,3.4966145833333258,18.36145833333336
auc,8,150.66510416666668,34.91328125000001,-115.75182291666667
auc,9,52.65703124999999,-37.34088541666665,-89.99791666666664
auc,10,-47.77890624999998,-112.60416666666663,-64.82526041666665
auc,11,0.8309895833333769,-0.50729166666666,-1.338281250000037
auc,12,44.46458333333331,-49.01588541666666,-93.48046874999997
auc,13,16.42682291666665,-59.46015625000001,-75.88697916666666
auc,14,-58.78020833333332,-92.0755208333334,-33.29531250000008
auc,15,-55.51484375000001,228.73098958333333,284.24583333333334
auc,16,-67.64583333333334,-8.733072916666657,58.912760416666686
auc,17,5.854427083333363,-9.599999999999994,-15.454427083333357
auc,18,143.29947916666669,-62.689322916666654,-205.98880208333333
auc,19,71.54166666666673,71.41640625000002,-0.1252604166667055
auc,20,122.3828125,-38.75442708333331,-161.13723958333333
auc,21,30.25494791666665,23.296354166666646,-6.958593750000006
auc,22,147.53958333333333,-25.24427083333333,-172.78385416666666
auc,23,-116.55885416666669,42.303385416666714,158.8622395833334
auc,24,11.000520833333354,10.109375000000028,-0.8911458333333258
auc,25,-67.09375,16.157552083333343,83.25130208333334
auc,26,106.27005208333335,176.14843750000003,69.87838541666667
auc,27,-84.22083333333333,86.79791666666661,171.01874999999995
auc,28,-8.446614583333343,-2.4989583333333485,5.947656249999994
auc,29,-67.97031250000002,-28.37395833333335,39.59635416666667
final_mean,0,-78.305,169.09500000000003,247.40000000000003
final_mean,1,132.02500000000003,308.6,176.575
final_mean,2,-8.455000000000013,10.930000000000007,19.38500000000002
final_mean,3,-57.670000000000044,-77.54500000000002,-19.87499999999997
final_mean,4,-28.660000000000025,137.005,165.66500000000002
final_mean,5,5.855000000000004,140.33999999999997,134.48499999999996
final_mean,6,-38.775000000000006,218.53,257.305
final_mean,7,-107.44999999999999,60.485000000000014,167.935
final_mean,8,262.31500000000005,84.43499999999999,-177.88000000000005
final_mean,9,11.97500000000008,-96.275,-108.25000000000009
final_mean,10,-113.38000000000002,-46.24500000000002,67.135
final_mean,11,151.375,9.27500000000002,-142.09999999999997
final_mean,12,45.525000000000006,51.79499999999999,6.269999999999982
final_mean,13,-4.635000000000019,-162.66499999999996,-158.02999999999994
final_mean,14,-113.07000000000005,-108.60499999999999,4.46500000000006
final_mean,15,-83.675,184.35999999999999,268.03499999999997
final_mean,16,-101.27999999999997,93.55500000000006,194.83500000000004
final_mean,17,22.590000000000003,-24.22500000000001,-46.81500000000001
final_mean,18,289.63,-55.905,-345.53499999999997
final_mean,19,41.56000000000002,28.469999999999985,-13.090000000000032
final_mean,20,353.6650000000001,-80.77500000000003,-434.4400000000001
final_mean,21,-101.88,38.52999999999999,140.40999999999997
final_mean,22,219.94,-95.61000000000004,-315.55000000000007
final_mean,23,-209.76000000000005,128.39000000000001,338.1500000000001
final_mean,24,93.44999999999999,91.32999999999998,-2.1200000000000045
final_mean,25,-114.66499999999999,100.17499999999998,214.83999999999997
final_mean,26,334.02,219.3,-114.71999999999997
final_mean,27,-173.975,-18.549999999999997,155.425
final_mean,28,6.030000000000015,71.85500000000002,65.825
final_mean,29,-127.01500000000001,-58.85000000000008,68.16499999999994
