metric,n_seeds,low_delays,high_delays,low_delta_mean,low_delta_std,high_delta_mean,high_delta_std,group_diff_mean,group_diff_std,group_diff_ci95_low,group_diff_ci95_high,n_positive,n_negative,n_zero
final_mean,10,"0,5","10,20",-15.0535,69.80593644347164,20.63799999999999,102.40954513496288,35.6915,127.55663668641472,-44.40893125,113.12706874999999,6,4,0
auc,10,"0,5","10,20",-0.6774088541666785,29.7917274945116,-17.54180989583333,42.768864771486776,-16.86440104166665,48.486672476125584,-46.468923502604156,13.513408203125008,3,7,0
