metric,n_seeds,low_delays,high_delays,low_delta_mean,low_delta_std,high_delta_mean,high_delta_std,group_diff_mean,group_diff_std,group_diff_ci95_low,group_diff_ci95_high,n_positive,n_negative,n_zero
final_mean,30,0,"10,20",16.91016666666667,148.65920906267093,29.25591666666667,79.32234881451375,12.34575,169.04310806486365,-50.53948541666667,70.68733958333334,17,13,0
auc,30,0,"10,20",7.07315972222222,71.93428228035582,2.2197309027777807,46.44203825767813,-4.853428819444443,86.07730624416624,-36.271101236979156,25.431359700520822,13,17,0
