anchor,comparator,metric,n_pairs,delta_mean,delta_std,ci95_low,ci95_high,delta_min,delta_max,n_positive,n_negative,n_zero
learned_tau_delay10_selfmodel,learned_tau_delay10,final_mean,5,-45.002000000000024,77.48829373524752,-115.58200000000002,23.080999999999985,-151.69,79.41499999999999,1,4,0
learned_tau_delay10_selfmodel,learned_tau_delay10,auc,5,-21.04796874999998,17.3621814564674,-36.07999999999997,-6.5376041666666485,-48.72526041666664,-0.9966145833332973,0,5,0
