anchor,comparator,metric,n_pairs,delta_mean,delta_std,ci95_low,ci95_high,delta_min,delta_max,n_positive,n_negative,n_zero
learned_tau_delay10_selfmodel_noerr,learned_tau_delay10,final_mean,30,24.341999999999985,105.70251163524924,-10.995945833333352,64.05865416666663,-148.08000000000004,350.905,19,11,0
learned_tau_delay10_selfmodel_noerr,learned_tau_delay10,auc,30,9.308576388888895,47.322868035082315,-7.394751302083329,26.2800993923611,-85.40416666666665,149.6932291666667,17,13,0
