anchor,comparator,metric,n_pairs,delta_mean,delta_std,ci95_low,ci95_high,delta_min,delta_max,n_positive,n_negative,n_zero
learned_tau_delay10_selfmodel,learned_tau_delay10,final_mean,5,6.446999999999974,192.10733709569766,-155.64700000000005,165.09900000000002,-225.50000000000009,296.705,3,2,0
learned_tau_delay10_selfmodel,learned_tau_delay10,auc,5,-17.066927083333344,37.51261308568749,-48.59130208333333,16.71921875,-54.81744791666671,43.525781249999994,2,3,0
