anchor,comparator,metric,n_pairs,delta_mean,delta_std,ci95_low,ci95_high,delta_min,delta_max,n_positive,n_negative,n_zero
learned_tau_delay10_selfmodel,learned_tau_delay10,final_mean,30,16.91016666666667,148.65920906267093,-34.582662500000005,73.46401666666667,-209.76000000000005,353.6650000000001,14,16,0
learned_tau_delay10_selfmodel,learned_tau_delay10,auc,30,7.07315972222222,71.93428228035582,-18.17746354166668,34.16046940104166,-116.55885416666669,150.66510416666668,15,15,0
