anchor,comparator,metric,n_pairs,delta_mean,delta_std,ci95_low,ci95_high,delta_min,delta_max,n_positive,n_negative,n_zero
learned_tau_delay10_selfmodel,learned_tau_delay10_selfmodel_noerr,final_mean,30,19.698166666666673,132.57943667529625,-28.251708333333326,65.35259583333333,-257.3499999999999,259.405,18,12,0
learned_tau_delay10_selfmodel,learned_tau_delay10_selfmodel_noerr,auc,30,4.306848958333333,79.87832458025417,-23.792368489583335,32.13357552083332,-174.93750000000003,208.18854166666665,15,15,0
