file,category,precision,recall,f1,pa_precision,pa_recall,pa_f1,n_windows,n_timesteps,threshold,train_s,score_s
realTweets/Twitter_volume_AAPL.csv,realTweets,0.11458333333333333,0.0069269521410579345,0.013064133016627079,0.949193066347878,1.0,0.973934375958295,4,15902,3.0,101.68780064582825,2.811980962753296
realTweets/Twitter_volume_AMZN.csv,realTweets,0.07537688442211055,0.00949367088607595,0.016863406408094438,0.8956916099773242,1.0,0.9449760765550239,4,15831,3.0,102.37731504440308,2.472482919692993
realTweets/Twitter_volume_CRM.csv,realTweets,0.10801393728222997,0.0194601381042059,0.03297872340425531,0.8615467820443483,1.0,0.925624636839047,3,15902,2.75,96.77337121963501,2.8367319107055664
realTweets/Twitter_volume_CVS.csv,realTweets,0.09895833333333333,0.012450851900393184,0.022118742724097785,0.898175397292525,1.0,0.9463565891472868,3,15853,3.0,243.59888124465942,4.485426664352417
realTweets/Twitter_volume_FB.csv,realTweets,0.08791208791208792,0.0050568900126422255,0.009563658099222954,0.9501501501501501,1.0,0.9744379427163535,2,15833,3.5,139.18225717544556,2.8921620845794678
realTweets/Twitter_volume_GOOG.csv,realTweets,0.07317073170731707,0.012569832402234637,0.021454112038140644,0.8626506024096385,1.0,0.926261319534282,3,15842,2.75,109.07036638259888,3.131056547164917
realTweets/Twitter_volume_IBM.csv,realTweets,0.108,0.016981132075471698,0.029347826086956522,0.8769994484280199,1.0,0.934469585659712,2,15893,3.5,132.8789222240448,4.197953939437866
realTweets/Twitter_volume_KO.csv,realTweets,0.1044776119402985,0.004410838059231254,0.008464328899637243,0.9635701275045537,1.0,0.9814471243042671,3,15851,3.5,123.81820130348206,4.161516904830933
realTweets/Twitter_volume_PFE.csv,realTweets,0.18421052631578946,0.008816120906801008,0.016826923076923076,0.9624242424242424,1.0,0.9808523780111179,4,15858,3.0,115.69175505638123,3.1867096424102783
realTweets/Twitter_volume_UPS.csv,realTweets,0.08902077151335312,0.01892744479495268,0.031217481789802288,0.837737843551797,1.0,0.9117054932413,5,15866,2.5,114.26765894889832,3.043132781982422
